game,date,player 0,score 0,player 1,score 1,player 2,score 2,player 3,score 3,player 4,score 4,player 5,score 5,player 6,score 6,player 7,score 7
9753,11,1567,2,3218,1,,,,,,,,,,,,
9754,11,4387,1,4384,2,4376,9,4385,1,,,,,,,,
9755,11,2549,1,3218,7,1567,1,,,,,,,,,,
9756,11,4387,3,4152,0,4385,2,4376,0,4384,3,,,,,,
9757,11,4376,2,1550,5,2549,5,1662,7,,,,,,,,
9758,11,1662,4,4384,2,4387,1,,,,,,,,,,
9759,11,1567,7,4376,7,1550,7,2549,8,,,,,,,,
9760,11,1550,2,1567,5,4152,1,4376,1,,,,,,,,
9761,11,4387,1,5043,9,4384,1,2549,3,,,,,,,,
9762,11,4384,6,1550,7,1567,5,4387,0,4349,5,4152,0,4376,7,,
9763,11,4376,3,4349,6,1567,1,1550,9,4384,4,2400,1,,,,
9764,11,4384,5,1550,5,4349,3,,,,,,,,,,
9765,11,4152,3,5091,6,1543,1,3237,1,1662,2,,,,,,
9766,11,3237,0,4384,0,1543,0,5091,0,4152,0,,,,,,
9767,11,4392,2,3237,1,,,,,,,,,,,,
9768,11,5091,9,3488,8,643,5,5043,2,,,,,,,,
9769,11,1662,5,3237,0,4392,4,4384,1,,,,,,,,
9770,11,4393,0,4394,4,4391,3,2443,0,5043,9,2693,5,643,7,,
9771,11,3237,7,4384,2,5091,7,1662,6,,,,,,,,
9772,11,4394,4,4395,4,4393,1,4392,7,2443,7,643,9,2693,2,,
9773,11,2443,1,4392,3,4393,2,4396,4,2693,9,643,8,4349,1,,
9774,11,4349,7,643,5,1638,9,4392,2,5086,6,,,,,,
9775,11,4394,3,4393,1,,,,,,,,,,,,
9776,11,1638,3,4349,5,5086,5,4394,5,4392,3,,,,,,
9777,11,5086,6,4394,3,4392,3,4397,1,2443,2,4349,7,,,,
9778,11,5086,5,2443,3,4397,1,4392,2,,,,,,,,
9779,11,2388,5,1606,1,,,,,,,,,,,,
9780,11,3499,5,2693,1,,,,,,,,,,,,
9781,11,4392,5,5086,0,4397,0,,,,,,,,,,
9782,11,4349,9,2693,3,5086,3,1606,1,,,,,,,,
9783,11,3499,2,2388,3,,,,,,,,,,,,
9784,11,4401,1,1732,6,539,2,4400,1,2448,5,4399,2,,,,
9785,11,4392,1,1606,0,4349,4,,,,,,,,,,
9786,11,1796,7,2166,4,3499,5,5642,4,,,,,,,,
9787,11,4398,2,4399,2,4404,0,1620,1,2448,7,1606,7,,,,
9788,11,5642,9,3493,7,1746,6,4401,3,4402,5,2459,9,,,,
9789,11,2459,7,1746,7,4399,5,4398,5,1756,9,5642,1,,,,
9790,11,1606,5,4404,2,1620,2,5049,3,4402,7,,,,,,
9791,11,4691,7,5035,4,1756,2,2459,9,1746,3,,,,,,
9792,11,4402,5,4398,4,4362,7,5049,4,1620,4,4404,6,4405,8,,
9793,11,1767,2,5143,0,2557,5,1583,1,5099,1,,,,,,
9794,11,2459,0,1583,6,4362,2,4398,8,4405,6,5049,1,1620,2,,
9795,11,5201,2,2459,7,1746,0,1212,7,1767,5,,,,,,
9796,11,4406,3,5049,3,4405,2,4398,0,,,,,,,,
9797,11,4349,3,4362,2,2386,6,,,,,,,,,,
9798,11,2386,0,2448,0,5049,0,1801,0,4362,0,4349,0,,,,
9799,11,5201,8,1583,5,1746,5,2459,9,1212,3,5143,1,1767,9,,
9800,11,434,1,4406,2,1620,4,5041,8,2448,8,4407,1,4405,7,,
9801,11,5228,4,3230,7,5765,8,5035,1,,,,,,,,
9802,11,5143,7,2386,9,4349,7,5201,9,1746,0,2459,9,1796,9,,
9803,11,5208,2,4362,2,5049,1,4332,5,1835,6,,,,,,
9804,11,434,0,5041,1,2448,4,2377,1,4405,1,,,,,,
9805,11,5902,2,1542,8,5765,7,3230,8,5025,4,5035,6,,,,
9806,11,1712,3,5091,1,4349,0,2397,1,1543,0,,,,,,
9807,11,5143,1,2459,6,5042,1,,,,,,,,,,
9808,11,1796,5,5201,6,1939,3,5022,7,5024,5,4349,0,4362,7,5023,8
9809,11,5208,1,5049,0,4390,9,5028,4,,,,,,,,
9810,11,2377,5,2448,7,5025,9,434,4,1543,5,5902,7,4405,4,,
9811,11,4349,2,5035,7,3230,9,1542,5,,,,,,,,
9812,11,5023,8,5765,7,5143,6,1712,6,5022,9,4362,4,5201,8,2459,8
9813,11,1711,1,5208,0,4390,5,2443,1,1565,1,,,,,,
9814,11,5028,7,1620,8,5049,3,5042,8,4408,1,2397,5,2396,4,,
9815,11,5025,4,424,2,5024,1,1796,8,,,,,,,,
9816,11,5048,8,4405,7,2377,7,2448,4,1543,0,4332,5,434,3,,
9817,11,1543,2,5765,0,3230,2,4349,0,1712,0,4362,0,2459,0,,
9818,11,1056,8,5042,5,2397,4,5028,3,1565,2,5143,6,5035,5,,
9819,11,1543,0,2459,0,4362,0,1712,0,5024,0,4349,0,,,,
9820,11,5208,3,1711,8,2396,2,5049,1,5080,5,,,,,,
9821,11,5022,5,2406,8,5025,6,2557,8,5023,9,54,2,4332,8,,
9822,11,4410,2,4411,0,434,2,2448,7,2377,5,4405,3,5048,0,,
9823,11,5042,5,1056,8,4349,1,5201,7,2397,7,1565,4,5028,9,5143,2
9824,11,4412,4,2396,1,1620,5,4390,8,,,,,,,,
9825,11,2406,3,1796,0,1542,7,5023,8,2557,1,5025,7,5035,5,,
9826,11,5022,3,4405,4,4389,3,4411,0,4332,6,4400,2,,,,
9827,11,5024,7,1712,5,4362,2,2459,9,2377,2,2414,1,5143,4,,
9828,11,3497,0,5221,2,2403,5,2397,8,,,,,,,,
9829,11,4412,4,5028,4,434,2,4411,0,,,,,,,,
9830,11,4390,6,3497,2,1565,2,5025,6,4405,5,5055,9,,,,
9831,11,5022,9,5826,7,2406,9,5765,8,1542,7,,,,,,
9832,11,5058,5,3230,1,5143,2,4362,1,5024,7,1712,9,2459,6,,
9833,11,2377,6,4404,2,4411,1,4389,8,,,,,,,,
9834,11,2397,5,2403,6,1642,7,434,1,5221,2,,,,,,
9835,11,1565,5,5028,8,5025,2,3497,4,4390,9,4405,8,,,,
9836,11,4349,1,5055,8,5902,2,5826,8,2406,4,1796,8,3230,8,1542,8
9837,11,5058,7,2377,2,5143,7,4362,3,5024,9,1712,9,1939,7,,
9838,11,2459,8,4389,9,4411,2,4404,5,,,,,,,,
9839,11,5221,7,434,9,1801,7,1740,2,1642,8,5902,8,2403,8,2397,1
9840,11,2406,8,5826,8,4405,7,1542,8,1565,2,5028,5,5025,8,3230,9
9841,11,5058,8,2377,5,85,8,5143,2,4390,7,4349,1,5055,8,,
9842,11,2431,8,5024,4,1712,2,4362,3,4389,3,2459,1,,,,
9843,11,4362,0,2406,0,4349,0,3138,0,1630,0,5114,0,5143,0,,
9844,11,1801,2,434,6,5028,8,1565,7,2506,2,1740,3,4411,4,,
9845,11,1642,7,5902,2,5826,5,1542,5,3230,7,,,,,,
9846,11,2397,4,647,0,2377,1,4409,2,,,,,,,,
9847,11,1740,4,2035,7,5765,9,3975,5,2506,3,5058,9,1801,1,1543,6
9848,11,4389,5,4415,1,4416,0,4417,3,4390,5,,,,,,
9849,11,4418,2,434,3,5028,6,1565,4,4411,5,4421,1,,,,
9850,11,3497,3,1542,7,3230,9,2397,7,5024,1,1642,6,,,,
9851,11,5221,4,1630,2,5114,3,5143,8,5902,7,4349,0,2406,4,4362,1
9852,11,1620,1,4419,3,4420,4,647,1,,,,,,,,
9853,11,5058,8,1565,6,3975,6,1543,3,4349,7,4411,0,1740,3,2062,4
9854,11,5028,2,4390,1,4423,0,1602,3,4421,1,2397,5,4417,2,,
9855,11,1642,9,4362,4,2406,7,5114,2,5143,9,5221,5,,,,
9856,11,3230,6,5765,6,2506,3,,,,,,,,,,
9857,11,5058,7,1543,2,4349,6,,,,,,,,,,
9858,11,1740,2,2062,6,1801,0,1620,1,,,,,,,,
9859,11,5028,5,4421,4,4389,7,4415,0,1602,8,2397,6,,,,
9860,11,5221,1,5143,3,1642,6,5107,2,4362,2,2406,9,3218,5,,
9861,11,3431,6,2506,7,5114,2,4423,3,4417,2,4424,1,,,,
9862,11,4349,8,3190,9,3604,5,3497,6,1543,5,5019,0,5058,1,,
9863,11,4409,4,4361,5,2062,5,4426,3,2397,8,,,,,,
9864,11,1767,6,5107,3,4362,2,3218,8,1642,9,,,,,,
9865,11,4362,0,4415,2,638,5,5143,0,5028,3,5221,2,,,,
9866,11,5058,8,5023,9,2506,0,413,8,513,1,5114,5,5022,8,5024,9
9867,11,5143,5,5060,8,4400,3,4417,2,4421,1,4423,2,1551,7,,
9868,11,1711,7,2397,1,4409,4,4361,1,2443,0,,,,,,
9869,11,4362,5,3604,8,1642,0,1916,5,3138,8,638,5,2514,5,4641,8
9870,11,4406,0,5114,1,1767,5,5028,2,4415,0,4428,1,5059,1,,
9871,11,4400,5,4406,2,4421,4,1551,8,4430,9,4417,2,4426,5,,
9872,11,5024,9,3218,9,1642,9,5058,5,2506,3,3497,4,5060,2,5143,5
9873,11,2397,2,5022,7,5902,6,4409,3,4361,8,5136,5,3162,6,,
9874,11,3604,0,4641,8,1916,8,1821,1,,,,,,,,
9875,11,413,6,5028,7,638,7,1767,8,1583,2,4349,4,4362,2,,
9876,11,4428,1,4421,5,5059,6,4426,3,5114,2,4432,7,4435,5,2506,1
9877,11,2507,0,3497,3,5058,5,4417,3,,,,,,,,
9878,11,4361,4,4400,1,5060,7,,,,,,,,,,
9879,11,4423,5,3162,0,5143,2,4409,3,,,,,,,,
9880,11,4434,2,4406,1,1620,0,4429,2,4433,2,,,,,,
9881,11,5107,2,4349,0,4362,1,1642,6,638,0,4641,8,1916,5,,
9882,11,4437,0,4436,5,4421,1,5059,5,4403,1,4432,9,5136,5,,
9883,11,2507,4,5114,7,1620,2,5028,4,2506,6,413,7,4417,2,,
9884,11,4426,1,4420,3,4437,1,4428,2,,,,,,,,
9885,11,4430,9,4411,1,4440,1,4438,0,4400,2,5039,2,1543,6,,
9886,11,3497,1,5058,5,5765,8,463,5,,,,,,,,
9887,11,4409,3,2491,5,1546,5,4423,5,4442,1,4424,2,,,,
9888,11,5107,3,4362,2,1740,0,1642,5,5087,6,4641,6,1916,8,,
9889,11,4406,1,4403,5,4421,5,4429,9,5902,8,5059,0,4433,7,,
9890,11,1620,1,2507,8,4420,1,4414,2,4436,2,4428,3,5059,5,4417,0
9891,11,5058,0,1543,8,4349,5,4417,1,,,,,,,,
9892,11,4442,1,4430,8,4411,1,4400,1,,,,,,,,
9893,11,5765,5,463,4,3183,7,4688,8,,,,,,,,
9894,11,1546,5,4423,3,4426,4,3169,3,2453,8,3497,4,3146,9,5039,1
9895,11,4403,6,4435,4,4424,7,4445,5,4429,9,4444,6,4362,3,4421,1
9896,11,4406,1,4446,5,1620,5,4434,0,5107,2,4443,4,4439,1,4433,2
9897,11,4441,2,5059,2,4428,2,4436,4,4414,3,1612,1,,,,
9898,11,2507,5,1543,0,513,1,5035,4,4349,6,4402,7,4417,1,,
9899,11,4426,2,4442,0,4430,8,4420,4,5039,1,3146,1,4413,1,2453,7
9900,11,4445,6,4423,1,4429,8,4444,8,4362,8,4421,5,4403,3,4435,7
9901,11,1620,4,4406,3,4448,1,1630,0,5058,7,2561,5,4424,2,,
9902,11,1630,6,5264,5,4414,3,4443,4,5059,7,4441,2,,,,
9903,11,4417,2,5107,1,4428,1,4402,4,3985,9,,,,,,
9904,11,4449,1,4418,4,4413,5,4430,7,4408,3,4426,3,4433,2,,
9905,11,463,4,5902,4,4362,0,3183,5,1567,5,3497,2,5228,0,2506,4
9906,11,422,2,4450,0,1620,2,4414,1,4402,0,5059,2,,,,
9907,11,4445,5,4421,3,4423,7,4444,9,4403,3,4435,6,4400,5,,
9908,11,5941,8,2561,2,1630,0,5765,8,1916,8,4362,3,3200,3,2459,5
9909,11,5264,6,1565,5,4413,4,4418,8,4430,9,4437,5,4426,8,,
9910,11,422,0,4428,4,4414,1,4408,2,4406,1,2443,1,4432,6,,
9911,11,4400,6,4449,0,5263,5,4421,0,4417,7,4445,5,5059,8,,
9912,11,463,5,1567,7,3497,5,5245,6,3985,0,,,,,,
9913,11,1620,2,4403,0,4450,0,4453,1,4421,0,4411,0,4402,0,,
9914,11,1708,5,4989,7,1916,9,3985,7,4435,2,422,7,3200,6,2459,6
9915,11,2443,0,4437,0,2459,0,4421,0,4453,0,422,0,4403,0,,
9916,11,4424,0,4430,7,4455,0,4413,2,1565,0,3734,2,,,,
9917,11,4406,1,4418,5,4408,2,4428,3,4445,2,5059,5,4439,3,,
9918,11,463,8,4362,5,2491,2,4045,4,5245,0,5264,0,,,,
9919,11,1708,5,4989,9,1565,1,3161,9,5133,7,4411,2,3200,0,4417,5
9920,11,5059,0,4403,0,4421,0,2459,0,4408,0,1620,0,,,,
9921,11,4432,5,4457,2,4429,5,4427,1,5697,9,4426,2,4424,7,,
9922,11,1567,8,4430,3,5087,7,2422,4,5264,1,,,,,,
9923,11,4456,1,4418,4,4406,8,4437,8,4428,5,4439,2,4445,4,,
9924,11,4362,7,5668,1,5035,3,1550,7,2430,0,4045,8,,,,
9925,11,422,1,1565,1,5133,1,463,3,3161,6,2388,3,1708,0,4989,1
9926,11,3497,8,1620,5,4421,1,2459,6,4408,3,5059,0,4403,1,,
9927,11,2453,8,4432,6,4458,6,5697,8,4453,2,3200,2,4426,3,5059,3
9928,11,2422,5,1543,2,423,6,,,,,,,,,,
9929,11,5133,6,4362,6,4430,9,1565,0,4989,7,4045,5,5035,0,2430,9
9930,11,5059,0,4426,0,1565,1,4436,0,5697,0,3200,2,4406,0,4432,4
9931,11,4418,3,1682,4,1708,1,4402,3,4457,1,,,,,,
9932,11,3734,3,4460,0,5263,3,4456,1,4406,0,4421,0,1565,0,,
9933,11,1565,1,1567,9,4428,2,5087,1,5114,2,3667,3,3162,0,5264,2
9934,11,2429,4,3161,9,3497,2,1620,2,2459,7,4403,0,,,,
9935,11,4957,0,4447,2,4443,5,5059,3,4439,5,1565,6,4426,0,,
9936,11,5697,9,1616,2,4421,0,3734,2,2453,2,,,,,,
9937,11,5319,5,1682,9,4461,2,4458,2,1740,8,4453,2,4445,6,4441,2
9938,11,4429,1,4045,1,3497,1,4418,0,4989,5,,,,,,
9939,11,5087,6,5246,0,2388,0,3730,8,3159,0,,,,,,
9940,11,2422,0,1543,2,,,,,,,,,,,,
9941,11,4432,7,4406,1,4071,5,4430,7,4457,2,4362,2,,,,
9942,11,5263,7,4459,1,5114,8,1708,9,5073,8,4428,3,4465,2,3200,2
9943,11,5133,0,423,0,1567,1,5201,4,413,7,3162,7,3667,7,,
9944,11,2388,0,3667,0,1543,0,3162,0,3730,0,5201,0,,,,
9945,11,4426,1,4467,2,1753,4,4438,1,2493,6,4456,2,4369,1,4413,1
9946,11,5133,0,2459,3,2429,4,5833,6,1620,2,3161,9,,,,
9947,11,4443,2,4447,1,2453,3,5697,9,4421,3,1652,5,,,,
9948,11,4429,7,4441,4,4445,1,1682,7,4418,2,2516,1,,,,
9949,11,4466,3,4464,6,4453,1,4470,2,4458,9,4468,2,,,,
9950,11,5114,7,5319,5,1708,5,4430,9,4402,5,3200,1,4398,5,4362,6
9951,11,3161,2,1620,1,5697,5,5107,0,,,,,,,,
9952,11,1652,8,2459,8,5263,4,4413,5,5833,4,2493,5,2429,9,,
9953,11,4456,2,4369,0,4347,5,4467,7,4407,0,4457,2,,,,
9954,11,4089,4,2388,0,1543,1,5133,0,,,,,,,,
9955,11,5073,5,4421,2,4439,0,5039,1,4447,0,4369,4,4431,1,,
9956,11,5107,2,4429,5,4469,2,1714,1,4441,3,4438,2,4445,1,1682,9
9957,11,4364,2,4432,0,4453,1,4468,4,4464,2,4458,8,2516,2,,
9958,11,5201,4,3200,1,4362,2,1708,7,3162,9,5114,5,5319,6,,
9959,11,4406,2,4443,2,4398,7,4430,7,4439,5,1565,2,,,,
9960,11,1740,0,2459,4,5697,5,1620,1,4413,1,3161,4,2429,1,,
9961,11,4457,4,4467,6,4421,2,1543,5,4456,2,4369,5,4347,5,,
9962,11,4470,3,4447,1,4473,6,5073,2,1582,3,4441,7,4438,3,4471,4
9963,11,5107,5,4364,1,1740,6,4453,2,4445,4,1682,9,4413,4,2516,2
9964,11,4089,0,5983,5,2388,5,4362,0,,,,,,,,
9965,11,4398,1,4468,0,4464,1,4425,0,5114,2,4474,0,4443,4,,
9966,11,1682,0,2516,0,1662,0,1582,0,4438,0,4453,0,4364,0,,
9967,11,1708,7,3162,7,2429,9,5246,7,5319,7,4406,2,3200,7,1565,7
9968,11,5833,7,3161,9,1543,1,2459,5,423,5,,,,,,
9969,11,1620,4,4456,2,4476,5,4441,2,4472,9,4444,9,4477,2,4467,7
9970,11,4478,2,1714,3,4473,2,4445,2,4413,2,4447,1,5030,4,2493,8
9971,11,4398,4,5107,6,4468,2,4425,0,1565,5,1708,5,4406,3,4475,1
9972,11,3200,6,4362,4,2459,8,2429,9,3162,7,4678,1,3161,9,5246,6
9973,11,4426,5,4407,5,4470,3,5080,2,1543,9,,,,,,
9974,11,4476,7,2493,8,4413,6,4477,9,4444,8,4472,9,4441,5,4439,0
9975,11,4467,9,4430,7,1714,8,5870,8,5319,2,4458,7,2482,8,,
9976,11,4453,1,4438,0,4460,1,4447,1,4406,3,4678,9,1662,8,,
9977,11,5114,2,3730,9,5201,2,2568,4,,,,,,,,
9978,11,1708,7,5983,2,1620,5,1565,2,5107,7,,,,,,
9979,11,4457,6,1652,5,4421,2,4469,5,1620,0,4369,9,4458,3,4347,2
9980,11,4469,1,4478,2,4407,0,4441,1,5079,0,4450,1,4476,4,,
9981,11,5246,1,3161,9,2429,3,1522,9,4606,8,3162,5,2459,5,4362,1
9982,11,4446,7,4396,5,4431,1,1543,0,4425,3,4412,3,4426,5,1756,6
9983,11,3200,3,4398,2,4413,5,4439,4,5079,0,4480,3,4481,0,,
9984,11,3497,1,2493,5,5870,5,4472,9,4430,8,4444,6,4335,4,,
9985,11,5201,3,5107,5,4438,6,1565,0,4406,3,5114,5,1662,7,,
9986,11,3203,5,1708,8,4678,8,1939,5,1652,6,,,,,,
9987,11,1620,3,5079,2,4479,7,4402,5,4467,5,4421,3,5791,7,,
9988,11,2568,1,1543,2,,,,,,,,,,,,
9989,11,3161,9,1522,7,3730,7,2665,7,3159,1,1642,0,,,,
9990,11,4469,2,4362,2,4457,7,1565,4,4476,5,4474,2,,,,
9991,11,4474,0,5319,3,4453,2,1714,1,,,,,,,,
9992,11,1753,5,542,2,4412,2,4398,3,4450,1,,,,,,
9993,11,4413,1,1756,1,3200,4,2429,4,5191,1,,,,,,
9994,11,5870,5,3497,5,4152,2,4430,5,1740,2,,,,,,
9995,11,3161,3,5060,1,4362,0,1565,1,,,,,,,,
9996,11,513,0,1612,0,4482,2,4484,3,2493,4,,,,,,
9997,11,4606,7,3162,3,5030,2,542,0,,,,,,,,
9998,11,5030,2,513,4,5166,3,4400,1,5191,9,5889,8,5019,6,,
9999,11,2568,7,5201,1,4678,5,5114,7,4406,4,3203,5,1708,2,,
10000,11,1620,6,4483,3,4457,8,1714,1,4432,5,5791,8,4421,2,4438,8
10001,11,3730,2,2665,4,,,,,,,,,,,,
10002,11,4426,0,4398,2,542,5,4453,4,4429,7,4450,4,2429,8,,
10003,11,5870,0,1565,2,1756,8,5074,6,,,,,,,,
10004,11,3200,2,1543,2,,,,,,,,,,,,
10005,11,5166,7,4400,5,1612,5,4484,5,4412,3,4426,8,,,,
10006,11,415,4,3161,9,4678,1,3020,4,5191,3,4362,2,,,,
10007,11,4430,5,5021,7,5114,4,1708,4,3069,2,5889,4,2493,8,,
10008,11,1740,3,4152,3,3497,5,5787,4,,,,,,,,
10009,11,4458,5,4446,6,4457,3,2491,2,1753,5,4488,2,,,,
10010,11,4432,4,5791,5,1555,0,4421,1,4444,7,4438,3,4406,1,,
10011,11,4450,1,4429,9,1565,0,4398,5,4467,9,4485,0,4453,4,,
10012,11,542,4,3730,6,1441,3,1620,3,2482,6,2556,0,2429,9,,
10013,11,5166,5,4484,2,4400,6,1612,1,4426,2,5074,7,,,,
10014,11,3200,5,1565,1,5191,1,3161,2,415,7,,,,,,
10015,11,4430,7,5021,5,4452,5,1630,0,1708,7,5114,5,513,1,,
10016,11,5826,7,4362,2,2506,1,4606,5,1630,0,5787,4,3020,2,3497,6
10017,11,4458,0,4491,1,4488,0,1753,2,5791,0,4421,0,,,,
10018,11,4453,7,4432,5,4398,2,4457,3,5055,8,2491,5,4429,3,4406,4
10019,11,1620,1,3161,9,2429,7,2448,8,1630,5,4444,8,4152,4,1740,5
10020,11,4458,3,5791,2,4421,2,4467,7,4485,4,5019,1,3069,2,,
10021,11,5166,0,4484,3,4400,4,4495,4,4469,5,4494,1,4426,5,,
10022,11,5191,0,4487,1,4493,1,3200,0,5074,4,4452,2,1565,4,,
10023,11,2506,5,5787,1,3020,2,1708,7,4362,4,5021,7,4402,4,,
10024,11,5826,7,3497,5,5114,7,415,9,5019,2,3162,3,3510,9,,
10025,11,4432,8,4444,7,4457,7,4497,6,4332,7,4491,4,,,,
10026,11,2429,9,2448,8,1630,9,5787,9,3161,9,4152,9,4430,1,1740,8
10027,11,4400,2,4458,5,4421,1,4467,7,4426,5,4494,0,,,,
10028,11,5791,3,4452,3,1565,1,3069,5,2384,0,,,,,,
10029,11,1719,9,4362,5,1753,7,4496,0,4498,5,4492,1,4493,3,2506,7
10030,11,4450,1,4406,4,1620,7,4429,8,4453,1,4488,0,4398,8,2491,0
10031,11,5826,5,5021,3,3497,2,415,9,5146,6,2384,7,5034,6,,
10032,11,2586,8,5106,5,1708,7,5114,6,3020,8,1728,7,,,,
10033,11,1740,0,4457,7,4496,0,4424,4,4487,8,4332,6,4446,5,,
10034,11,1642,5,3161,9,4152,8,2429,1,2431,5,4989,6,5787,6,,
10035,11,3069,1,1565,2,4452,2,4467,5,4485,1,5791,3,5107,0,,
10036,11,4494,0,4426,1,4502,0,4501,3,4421,1,4458,7,4491,1,4400,1
10037,11,1620,3,2506,2,4406,5,3497,5,4398,2,4362,2,1719,5,,
10038,11,4494,4,4453,7,4498,7,5060,0,4493,5,4450,1,,,,
10039,11,1708,1,5060,5,5034,6,4430,7,1753,8,1728,4,,,,
10040,11,5902,4,4457,3,5114,4,5106,5,5146,1,,,,,,
10041,11,4424,2,4358,2,5071,1,4446,5,,,,,,,,
10042,11,5902,0,4358,0,4451,0,1689,0,5143,0,582,0,5114,0,,
10043,11,5787,2,3162,4,2431,7,1642,5,3159,7,5333,8,,,,
10044,11,4495,2,4402,6,4486,1,4396,4,4332,5,,,,,,
10045,11,3069,2,2429,2,3203,5,5791,2,4426,0,3161,8,1565,3,,
10046,11,4498,8,4494,0,4426,8,4413,9,4501,8,4491,7,4450,1,4493,9
10047,11,3912,6,3497,5,4406,2,1719,3,,,,,,,,
10048,11,5034,8,1753,7,1728,2,5107,2,,,,,,,,
10049,11,1651,6,4469,1,4496,8,4504,1,4505,8,4450,7,5060,7,,
10050,11,2665,0,2429,0,,,,,,,,,,,,
10051,11,2506,2,4400,2,4500,0,4398,1,4362,1,4467,9,4453,2,,
10052,11,1642,5,5333,7,3159,7,1708,2,5146,8,3162,5,4989,4,,
10053,11,1565,1,3153,4,3161,9,1579,2,3069,4,3203,5,,,,
10054,11,4494,1,5071,1,,,,,,,,,,,,
10055,11,4500,4,4493,2,4446,5,5263,5,4491,2,4486,3,,,,
10056,11,4501,5,3497,8,4413,5,4406,1,4426,4,,,,,,
10057,11,3912,4,1554,6,5034,5,1719,2,3730,5,5107,4,,,,
10058,11,5826,9,2386,6,2527,8,4045,8,5106,5,5060,5,,,,
10059,11,4402,3,1753,6,1728,8,1689,2,,,,,,,,
10060,11,5143,0,5787,8,582,1,5114,3,2506,8,413,6,4362,3,4421,3
10061,11,1642,3,3159,5,5055,5,5146,9,3203,9,4989,7,3162,0,1708,5
10062,11,5263,5,4446,8,1662,9,4501,7,4486,1,4406,6,4413,7,,
10063,11,2410,6,5143,1,3161,4,5333,3,,,,,,,,
10064,11,4398,5,4495,3,4358,2,4507,0,4506,2,4474,5,4400,0,4450,1
10065,11,4045,8,1554,9,5106,7,3497,2,4432,9,5902,9,5826,7,1719,8
10066,11,4505,0,4409,5,4491,1,3153,1,4494,1,1565,6,4498,2,,
10067,11,1682,7,2506,3,2557,4,4430,8,4402,5,5032,8,1753,2,4362,5
10068,11,4507,4,4429,0,4451,1,4508,5,5114,5,582,1,,,,
10069,11,5787,1,415,7,3203,2,4989,2,1642,0,4349,2,3159,3,,
10070,11,4421,5,1740,2,4512,3,4509,0,4429,9,4511,4,4490,0,1708,6
10071,11,4486,4,4513,3,4501,6,4413,6,4510,2,4398,5,4470,2,,
10072,11,4045,8,2386,2,1662,8,5902,5,5826,5,3161,7,,,,
10073,11,4362,1,1719,5,5032,8,5034,5,2506,2,,,,,,
10074,11,2400,1,4409,5,4506,6,5263,5,4495,0,4358,7,4509,0,4494,0
10075,11,5114,1,582,0,2430,9,4508,2,1753,5,4494,1,,,,
10076,11,582,1,4429,4,1740,2,4421,1,4349,9,,,,,,
10077,11,4398,2,4335,4,4486,0,4413,2,4510,0,4507,0,4511,0,4490,0
10078,11,1662,5,4045,8,422,7,5902,2,5826,4,3161,8,,,,
10079,11,4432,9,1642,2,1708,8,415,9,5787,2,4989,8,3203,9,,
10080,11,4487,2,4409,1,4486,3,4513,2,4512,5,4362,4,4507,3,,
10081,11,5032,6,5263,2,5108,2,2386,3,2506,2,1590,3,,,,
10082,11,2430,0,4506,2,4447,1,4450,1,5114,4,4501,2,,,,
10083,11,4494,1,4508,5,4429,0,4511,5,4490,0,4446,2,582,1,,
10084,11,4349,5,4398,4,4413,2,4429,8,5821,7,5924,0,5087,7,,
10085,11,4388,0,4500,1,2400,2,1740,2,4421,4,,,,,,
10086,11,4045,5,5787,8,1642,5,5902,7,5826,6,3161,8,,,,
10087,11,4486,1,4432,9,3461,1,4487,2,4409,2,1662,5,4491,5,,
10088,11,5263,3,4443,6,4512,6,4513,1,4501,6,4507,4,,,,
10089,11,582,3,4447,1,4494,2,4453,1,4446,5,5114,4,,,,
10090,11,5821,5,1554,9,5087,9,4349,0,4420,4,4508,8,4413,2,,
10091,11,3161,5,422,0,4045,0,5787,2,3168,1,1590,0,,,,
10092,11,5032,0,4362,5,5108,4,415,4,1590,1,4989,7,2506,2,,
10093,11,4388,2,4500,5,4398,3,1740,3,4495,0,4421,2,4429,0,,
10094,11,4429,5,4515,2,4506,4,2400,3,5394,0,,,,,,
10095,11,4486,1,4444,7,422,2,4409,4,1662,6,5264,2,,,,
10096,11,4419,5,4495,2,4514,5,5107,0,4494,4,3461,0,4447,1,,
10097,11,582,0,1590,0,1642,2,5114,5,4446,6,4453,2,,,,
10098,11,4688,8,2665,8,2386,2,2410,6,,,,,,,,
10099,11,5924,4,4989,7,3461,5,4398,3,4362,2,1740,2,,,,
10100,11,5032,1,3161,7,5787,7,2480,2,4045,7,1554,2,5087,8,2506,3
10101,11,2400,3,1590,3,4500,2,3168,6,5107,1,4421,3,4508,8,4429,5
10102,11,422,7,5108,8,415,8,5143,4,1662,9,5264,2,5821,7,2429,1
10103,11,5061,4,4388,1,4507,3,4515,2,4432,8,,,,,,
10104,11,4512,6,4513,2,4486,1,4506,8,4409,7,,,,,,
10105,11,4447,2,4365,9,5090,8,2390,6,2437,7,4419,4,4494,3,4403,5
10106,11,1658,3,5201,7,4453,5,4446,4,5114,7,4514,4,1642,8,5924,7
10107,11,1590,5,4989,9,5263,5,1740,2,4421,4,4413,5,4398,2,,
10108,11,5107,2,4362,5,5087,8,3461,2,3168,2,2506,2,2386,1,,
10109,11,5090,0,4487,1,4482,4,5263,1,4443,4,1566,2,4516,6,,
10110,11,2410,5,4688,7,2665,8,,,,,,,,,,
